Price,Area,City,No. of Bedrooms,Resale,24X7Security,CarParking,School,Hospital
6800000,1515,Hyderabad,3,0,0,1,0,0
45000000,4152,Hyderabad,5,1,1,1,0,0
15000000,2100,Hyderabad,3,1,1,1,0,0
4389000,1155,Hyderabad,2,0,0,0,0,0
8300000,1597,Hyderabad,3,0,1,1,0,0
5200000,1200,Hyderabad,2,1,1,1,0,0
15000000,1000,Hyderabad,1,0,1,1,0,0
6340000,1585,Hyderabad,3,0,1,1,0,0
37000000,3025,Hyderabad,4,0,1,1,0,0
27000000,2166,Hyderabad,3,1,1,1,0,0
9200000,1620,Hyderabad,3,0,1,1,0,0
10400000,2612,Hyderabad,3,1,1,1,0,0
9351000,1620,Hyderabad,3,0,1,1,1,0
9200000,1620,Hyderabad,3,0,1,1,1,0
7028000,1170,Hyderabad,2,0,0,0,0,0
12000000,1680,Hyderabad,3,0,1,1,0,0
8000000,1400,Hyderabad,2,1,1,1,0,0
4198000,1400,Hyderabad,3,0,1,1,0,0
6340000,1585,Hyderabad,3,0,1,1,1,1
9500000,1620,Hyderabad,3,0,1,1,1,1
9500000,1620,Hyderabad,3,0,1,1,1,1
9500000,1620,Hyderabad,3,0,1,1,1,1
9500000,1620,Hyderabad,3,0,1,1,1,1
4600000,1232,Hyderabad,2,0,0,1,0,0
5800000,1470,Hyderabad,2,0,1,1,0,0
6220000,1555,Hyderabad,3,0,1,1,0,0
4230000,1175,Hyderabad,2,0,0,0,0,0
5800000,1470,Hyderabad,2,0,1,1,0,0
9400000,1360,Hyderabad,2,0,1,1,0,0
4000000,1400,Hyderabad,3,1,1,1,0,0
4300000,1090,Hyderabad,2,0,1,1,0,0
5967000,1170,Hyderabad,2,0,0,0,0,0
8900000,1441,Hyderabad,2,0,1,1,0,0
10500000,1735,Hyderabad,3,0,1,0,0,0
22000000,3230,Hyderabad,3,1,1,1,0,0
7800000,1271,Hyderabad,2,0,1,1,1,1
2700000,750,Hyderabad,2,1,0,0,0,0
12000000,1740,Hyderabad,3,0,1,1,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4500000,1175,Hyderabad,2,0,0,0,0,0
4500000,1175,Hyderabad,2,0,0,0,0,0
4389000,1155,Hyderabad,2,0,1,1,0,0
6500000,1220,Hyderabad,2,0,1,1,0,0
10500000,1320,Hyderabad,2,0,1,1,0,0
21000000,3380,Hyderabad,4,0,1,1,0,0
10000000,1482,Hyderabad,2,1,1,1,1,1
45000000,4395,Hyderabad,4,0,1,1,0,0
12000000,1860,Hyderabad,3,0,1,1,0,0
6200000,1500,Hyderabad,3,0,1,1,0,0
6800000,1170,Hyderabad,2,0,0,0,0,0
40000000,2865,Hyderabad,4,1,1,1,0,0
45000000,4152,Hyderabad,5,1,1,1,0,0
8522000,1270,Hyderabad,2,0,1,1,0,0
11200000,1735,Hyderabad,3,0,1,0,0,0
11000000,1735,Hyderabad,3,0,1,0,0,0
11000000,1216,Hyderabad,2,0,1,1,1,1
10900000,1755,Hyderabad,3,0,1,1,1,1
10500000,1665,Hyderabad,3,0,1,1,0,0
8259999,1620,Hyderabad,3,0,1,1,1,0
4600000,1130,Hyderabad,2,0,1,1,0,0
5700000,1100,Hyderabad,2,0,1,1,0,0
4872000,1160,Hyderabad,2,1,1,1,0,0
11299999,1490,Hyderabad,3,0,1,1,0,0
5000000,1300,Hyderabad,3,0,1,1,0,0
4500000,1280,Hyderabad,3,0,1,1,0,0
4500000,1000,Hyderabad,2,1,1,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
7000000,1170,Hyderabad,2,0,0,0,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
35200000,4146,Hyderabad,5,0,0,1,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
10900000,2875,Hyderabad,4,1,1,1,0,0
22500000,2744,Hyderabad,4,1,1,1,1,1
10500000,2192,Hyderabad,3,0,1,1,0,0
2310000,550,Hyderabad,1,0,1,1,0,0
27000000,2595,Hyderabad,4,1,1,1,0,0
15000000,1875,Hyderabad,3,1,1,1,0,0
7519000,1460,Hyderabad,3,0,1,1,0,0
11200000,1680,Hyderabad,3,0,1,1,0,0
4389000,1155,Hyderabad,2,0,0,0,0,0
4500000,1175,Hyderabad,2,0,0,0,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
6363000,1515,Hyderabad,3,0,1,1,0,0
6500000,1500,Hyderabad,5,0,1,1,0,0
4500000,1050,Hyderabad,3,0,0,0,0,0
7998000,1600,Hyderabad,3,0,1,1,0,0
8811000,1511,Hyderabad,2,0,1,1,0,0
23000000,2141,Hyderabad,3,1,1,1,0,0
8624000,1670,Hyderabad,3,0,1,1,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4389000,1155,Hyderabad,2,0,0,0,0,0
4500000,1175,Hyderabad,2,0,0,0,0,0
13300000,1931,Hyderabad,3,0,1,1,0,0
11500000,1782,Hyderabad,3,0,1,1,0,0
9400000,1441,Hyderabad,2,0,1,1,0,0
9400000,1441,Hyderabad,2,0,1,1,0,0
6363000,1515,Hyderabad,3,0,1,1,0,0
5100000,1165,Hyderabad,2,0,0,0,0,0
12000000,1740,Hyderabad,3,0,1,1,0,0
9382000,1360,Hyderabad,2,0,1,1,0,0
4500000,1110,Hyderabad,2,0,0,0,0,0
11000000,1675,Hyderabad,3,1,1,1,0,0
11000000,1725,Hyderabad,3,0,1,1,0,0
5647000,1255,Hyderabad,2,0,1,1,1,1
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
14000000,1505,Hyderabad,3,1,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
7098999,1090,Hyderabad,2,0,1,1,0,0
10900000,1695,Hyderabad,3,0,1,1,0,0
8095000,1315,Hyderabad,2,0,1,1,0,0
11399999,1885,Hyderabad,3,0,1,1,0,0
5256000,1180,Hyderabad,2,0,1,1,0,0
6931000,1555,Hyderabad,3,0,1,1,0,0
13500000,1728,Hyderabad,3,1,1,1,0,0
6000000,1189,Hyderabad,2,1,1,1,0,0
6000000,1100,Hyderabad,2,0,0,0,0,0
11500000,1782,Hyderabad,3,0,1,1,0,0
11500000,1782,Hyderabad,3,0,1,1,0,0
11000000,1735,Hyderabad,3,0,1,1,0,0
10500000,2192,Hyderabad,3,0,1,1,0,0
4085000,1075,Hyderabad,2,0,0,0,0,0
4427000,1265,Hyderabad,2,0,0,0,0,0
15400000,1782,Hyderabad,3,0,1,1,1,1
45000000,2700,Hyderabad,3,0,0,0,0,0
24500000,4829,Hyderabad,4,0,1,1,0,0
8823000,1279,Hyderabad,2,0,1,1,0,0
8389000,1216,Hyderabad,2,0,1,1,0,0
9941000,1441,Hyderabad,2,0,1,1,0,0
6180000,1200,Hyderabad,2,0,1,1,0,0
4340000,1150,Hyderabad,2,0,0,1,0,0
5510000,1475,Hyderabad,3,0,0,1,0,0
5050000,1100,Hyderabad,2,0,1,1,0,0
9300000,1470,Hyderabad,3,0,1,1,0,0
13000000,1780,Hyderabad,3,0,1,1,0,0
18500000,2460,Hyderabad,3,1,1,1,0,0
17500000,2540,Hyderabad,3,1,1,1,0,0
6102000,1130,Hyderabad,2,0,1,1,0,0
8070000,1495,Hyderabad,3,0,1,1,0,0
7533000,1395,Hyderabad,2,0,1,1,0,0
6884999,1275,Hyderabad,2,0,1,1,0,0
10800000,1875,Hyderabad,3,0,1,1,0,0
17000000,2630,Hyderabad,4,0,1,1,0,0
17000000,2630,Hyderabad,4,0,1,1,0,0
61000000,4700,Hyderabad,4,0,1,1,0,0
55800000,4300,Hyderabad,4,0,1,1,0,0
8000000,1700,Hyderabad,3,1,1,1,0,0
18400000,2630,Hyderabad,4,0,1,1,0,0
4500000,1230,Hyderabad,2,0,0,0,0,0
3600000,1000,Hyderabad,2,0,1,1,1,1
3500000,1150,Hyderabad,2,0,1,1,0,0
4000000,1195,Hyderabad,3,0,0,1,0,0
5200000,1050,Hyderabad,2,1,0,0,0,0
5900000,1122,Hyderabad,2,0,0,0,0,0
9400000,1441,Hyderabad,2,0,1,1,0,0
13300000,1710,Hyderabad,3,0,1,1,0,0
7998000,1600,Hyderabad,3,0,1,1,1,1
10500000,2020,Hyderabad,3,0,1,1,0,0
32000000,3190,Hyderabad,4,1,1,1,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
4158000,1220,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4389000,1155,Hyderabad,2,0,0,0,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
6640000,1165,Hyderabad,2,0,1,1,0,0
6000000,1775,Hyderabad,3,0,1,1,0,0
16000000,1662,Hyderabad,3,0,1,1,0,0
9558000,1770,Hyderabad,3,0,1,1,0,0
29000000,3493,Hyderabad,4,0,1,1,0,0
5500000,1050,Hyderabad,2,1,0,0,0,0
6363000,1515,Hyderabad,3,0,1,1,0,0
13500000,2815,Hyderabad,3,0,1,1,0,0
10500000,2191,Hyderabad,3,0,1,1,0,0
13500000,2813,Hyderabad,3,0,1,1,0,0
9517000,1535,Hyderabad,3,0,1,1,0,0
9517000,1535,Hyderabad,3,0,1,1,0,0
8903000,1535,Hyderabad,3,0,1,1,0,0
16299999,2630,Hyderabad,4,0,1,1,0,0
16299999,2630,Hyderabad,4,0,1,1,0,0
16299999,2630,Hyderabad,4,0,1,1,0,0
16299999,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
15200000,2630,Hyderabad,4,0,1,1,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
35200000,4146,Hyderabad,5,0,1,1,0,0
4500000,1050,Hyderabad,2,0,0,0,0,0
62300000,4800,Hyderabad,4,0,1,1,0,0
12500000,2607,Hyderabad,3,0,1,1,0,0
12000000,1535,Hyderabad,3,0,1,1,0,0
2962000,1185,Hyderabad,2,0,1,1,0,0
14500000,1730,Hyderabad,3,1,1,1,0,0
34000000,3490,Hyderabad,4,1,1,1,0,0
15000000,1834,Hyderabad,3,1,1,1,0,1
7200000,2025,Hyderabad,4,1,1,1,0,0
3700000,1000,Hyderabad,2,0,1,1,0,0
9800000,1580,Hyderabad,3,0,1,1,0,0
13000000,2615,Hyderabad,3,0,1,1,0,0
15800000,2191,Hyderabad,3,1,1,1,0,0
4600000,1190,Hyderabad,2,0,0,0,0,0
30000000,4400,Hyderabad,4,1,1,1,1,1
7438000,1270,Hyderabad,2,0,1,1,0,0
13400000,2100,Hyderabad,3,1,1,1,0,0
4800000,1100,Hyderabad,2,0,0,0,0,0
29000000,8500,Hyderabad,6,0,0,0,0,0
3800000,900,Hyderabad,2,1,0,1,0,0
27000000,3448,Hyderabad,4,0,1,1,0,0
12100000,1865,Hyderabad,3,1,1,1,0,0
7950000,1589,Hyderabad,3,0,1,1,0,0
10500000,2025,Hyderabad,3,1,0,1,0,0
10500000,2191,Hyderabad,3,0,1,1,0,0
14500000,2270,Hyderabad,3,0,1,1,1,1
14000000,1615,Hyderabad,3,1,1,1,0,0
11200000,1745,Hyderabad,3,0,1,1,1,1
7500000,960,Hyderabad,2,1,1,0,0,0
4641000,1190,Hyderabad,2,0,0,0,0,0
16600000,2615,Hyderabad,3,0,1,1,1,1
13500000,2815,Hyderabad,3,0,1,1,0,0
13400000,2800,Hyderabad,3,0,1,1,0,0
12400000,2600,Hyderabad,3,0,1,1,0,0
11700000,2452,Hyderabad,3,0,1,1,0,0
13500000,2815,Hyderabad,3,0,1,1,0,0
5500000,1604,Hyderabad,3,0,0,0,0,0
5500000,1050,Hyderabad,2,1,1,1,0,0
8000000,1620,Hyderabad,3,0,0,0,0,0
16000000,2540,Hyderabad,3,0,1,1,0,0
15000000,2160,Hyderabad,3,1,1,1,0,0
7000000,1630,Hyderabad,3,0,1,1,0,0
5400000,1050,Hyderabad,2,1,0,1,0,0
3900000,1150,Hyderabad,2,0,1,1,0,0
14800000,2265,Hyderabad,3,1,1,1,0,0
5000000,1035,Hyderabad,2,1,0,0,0,0
8000000,1500,Hyderabad,3,1,1,1,1,1
9800000,1688,Hyderabad,3,1,0,1,0,0
4600000,1100,Hyderabad,2,0,1,1,0,0
12100000,1875,Hyderabad,3,0,1,1,0,0
4200000,1050,Hyderabad,2,1,0,0,0,0
10000000,1800,Hyderabad,3,1,1,1,0,0
27000000,2625,Hyderabad,3,1,1,1,0,0
27000000,3448,Hyderabad,4,0,0,1,0,0
15000000,2385,Hyderabad,3,1,1,1,0,0
11200000,1800,Hyderabad,3,1,1,1,0,0
20000000,2607,Hyderabad,3,1,1,1,0,0
29200000,3240,Hyderabad,4,1,1,1,0,0
25800000,2865,Hyderabad,4,1,1,1,0,0
4060000,1125,Hyderabad,2,0,1,1,0,0
14000000,2050,Hyderabad,3,0,0,0,0,0
29700000,3300,Hyderabad,4,0,1,1,0,0
3250000,1300,Hyderabad,3,0,0,0,0,0
3450000,1240,Hyderabad,2,0,0,0,0,0
9855000,1665,Hyderabad,3,0,1,1,0,0
7536000,1265,Hyderabad,2,0,1,1,0,0
9782000,2644,Hyderabad,3,0,1,1,0,0
2500000,1000,Hyderabad,2,0,0,0,0,0
6500000,1550,Hyderabad,3,1,0,1,0,0
18000000,4500,Hyderabad,5,1,1,0,0,0
5300000,1640,Hyderabad,3,0,0,0,0,0
55000000,3450,Hyderabad,4,1,1,1,0,0
3900000,1150,Hyderabad,2,0,1,1,1,1
3900000,1150,Hyderabad,2,0,1,1,1,1
10700000,1770,Hyderabad,3,0,1,1,0,0
12000000,1960,Hyderabad,3,1,0,0,0,0
3800000,980,Hyderabad,2,1,1,1,0,0
7500000,1195,Hyderabad,2,0,1,1,0,0
9000000,1200,Hyderabad,2,0,0,0,0,0
12000000,1590,Hyderabad,3,0,0,0,0,0
15000000,2220,Hyderabad,3,1,1,1,0,0
12600000,1592,Hyderabad,3,0,1,1,0,0
6500000,1380,Hyderabad,3,1,0,1,0,0
32799999,4375,Hyderabad,5,1,1,1,0,0
5500000,1640,Hyderabad,3,0,0,0,0,0
3720000,1240,Hyderabad,2,0,0,0,0,0
3200000,1300,Hyderabad,3,0,0,0,0,0
3720000,1240,Hyderabad,2,0,0,0,0,0
5600000,1160,Hyderabad,2,0,1,1,0,0
11200000,1695,Hyderabad,3,0,1,1,0,0
7317000,1090,Hyderabad,2,0,1,1,0,0
11500000,1275,Hyderabad,2,1,1,1,0,0
10200000,1350,Hyderabad,2,1,1,1,0,0
6300000,1250,Hyderabad,3,1,0,1,0,0
13500000,2500,Hyderabad,3,1,0,0,0,0
22700000,3258,Hyderabad,4,1,1,1,0,0
5242000,1165,Hyderabad,2,0,1,1,0,0
5200000,1250,Hyderabad,3,1,0,0,0,0
4000000,1300,Hyderabad,3,0,0,0,0,0
2400000,950,Hyderabad,2,0,0,0,0,0
3100000,1100,Hyderabad,3,0,0,0,0,0
2014000,1007,Hyderabad,2,0,0,0,0,0
3936000,1640,Hyderabad,3,0,1,1,0,0
14600000,2925,Hyderabad,4,0,1,0,0,0
13000000,1710,Hyderabad,3,1,1,1,0,0
9782000,2664,Hyderabad,3,0,1,1,0,0
7400000,2000,Hyderabad,3,0,1,1,0,0
4800000,1150,Hyderabad,2,0,0,1,0,0
4140000,1150,Hyderabad,2,0,1,1,1,1
8500000,1145,Hyderabad,2,0,0,0,0,0
16500000,1900,Hyderabad,3,1,1,1,0,0
10000000,1580,Hyderabad,3,1,1,1,0,0
10500000,2192,Hyderabad,3,0,1,1,0,0
20500000,2595,Hyderabad,3,1,1,1,0,0
5760000,960,Hyderabad,2,1,1,1,0,0
5500000,1665,Hyderabad,3,0,0,0,0,0
2400000,950,Hyderabad,2,0,0,0,0,0
12200000,1735,Hyderabad,3,0,1,1,0,0
9600000,1360,Hyderabad,2,0,1,1,0,0
8500000,1208,Hyderabad,2,0,1,1,0,0
12200000,1740,Hyderabad,3,0,1,1,0,0
4680000,1200,Hyderabad,2,0,0,0,0,0
4836000,1240,Hyderabad,2,0,0,0,0,0
4836000,1240,Hyderabad,2,0,0,0,0,0
4680000,1200,Hyderabad,2,0,0,0,0,0
6240000,1600,Hyderabad,3,0,0,0,0,0
4953000,1270,Hyderabad,2,0,0,0,0,0
4320000,1080,Hyderabad,2,0,1,1,1,0
4850000,1020,Hyderabad,2,0,1,1,0,0
4800000,1145,Hyderabad,2,0,1,1,0,0
8031999,1575,Hyderabad,3,0,1,1,0,0
10300000,1700,Hyderabad,3,0,1,1,0,0
10500000,1730,Hyderabad,2,0,1,1,0,0
6648999,1090,Hyderabad,2,0,1,1,0,0
17000000,2300,Hyderabad,3,0,1,1,0,0
4500000,1147,Hyderabad,2,0,0,0,0,0
41500000,3900,Hyderabad,4,0,1,1,0,0
45100000,3765,Hyderabad,4,0,1,1,0,0
12700000,2021,Hyderabad,3,0,1,1,0,0
7400000,2000,Hyderabad,3,0,1,1,0,0
3210000,1125,Hyderabad,2,0,1,1,1,0
15000000,2220,Hyderabad,3,1,1,1,0,0
15000000,2230,Hyderabad,3,1,1,1,0,0
16200000,1834,Hyderabad,3,1,1,1,0,1
42500000,4070,Hyderabad,4,1,1,1,0,0
16000000,1834,Hyderabad,3,1,1,1,0,1
41000000,4700,Hyderabad,4,1,1,1,0,0
10000000,1314,Hyderabad,2,1,1,1,0,1
26800000,3355,Hyderabad,4,1,1,1,0,0
33100000,4146,Hyderabad,5,1,1,1,0,0
27500000,3448,Hyderabad,4,1,1,1,0,0
3200000,1200,Hyderabad,3,0,0,0,0,0
3250000,1300,Hyderabad,3,0,0,0,0,0
9000000,1600,Hyderabad,3,1,0,1,0,0
35000000,7600,Hyderabad,8,1,0,0,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1513,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
11000000,1557,Hyderabad,3,1,1,1,0,0
3100000,1300,Hyderabad,3,0,0,0,0,0
12500000,2025,Hyderabad,3,1,1,1,0,0
7800000,1260,Hyderabad,2,1,1,1,0,0
14500000,1834,Hyderabad,3,1,1,1,0,1
7200000,1580,Hyderabad,3,1,1,1,0,0
14000000,1860,Hyderabad,3,0,1,1,0,0
2211000,1005,Hyderabad,2,0,0,0,0,0
3500000,1200,Hyderabad,2,0,1,1,0,0
3000000,1057,Hyderabad,2,1,1,1,1,1
13300000,2122,Hyderabad,3,0,1,1,0,0
3200000,910,Hyderabad,2,0,0,0,0,0
4000000,1375,Hyderabad,3,0,0,0,0,0
2002000,1001,Hyderabad,2,0,0,0,0,0
10000000,2000,Hyderabad,3,0,1,1,0,0
14000000,1615,Hyderabad,3,1,1,1,0,0
40000000,3085,Hyderabad,3,1,1,1,0,0
17000000,2250,Hyderabad,4,0,0,0,0,0
21500000,3195,Hyderabad,3,0,0,0,0,0
9542000,1735,Hyderabad,3,0,1,0,0,0
33500000,3450,Hyderabad,4,1,1,1,0,0
8200000,1500,Hyderabad,3,0,0,0,0,0
4230000,1175,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
3300000,910,Hyderabad,2,0,0,1,0,0
3500000,1005,Hyderabad,2,0,0,1,0,0
5500000,1150,Hyderabad,2,1,0,0,0,0
3507000,1002,Hyderabad,2,0,0,0,0,0
3545000,1013,Hyderabad,2,0,0,0,0,0
3517000,1005,Hyderabad,2,0,0,0,0,0
3524000,1007,Hyderabad,2,0,0,0,0,0
3542000,1012,Hyderabad,2,0,0,0,0,0
2022000,1010,Hyderabad,2,0,0,0,0,0
2020000,1010,Hyderabad,2,0,0,0,0,0
2800000,1400,Hyderabad,3,0,0,0,0,0
5700000,1665,Hyderabad,3,0,0,0,0,0
4008000,1002,Hyderabad,2,0,0,0,0,0
2200000,1050,Hyderabad,2,0,0,0,0,0
5500000,1350,Hyderabad,3,0,0,0,0,0
9300000,2200,Hyderabad,3,1,1,1,0,0
9200000,2000,Hyderabad,3,1,1,1,0,0
9300000,1600,Hyderabad,3,1,1,1,0,0
9300000,1691,Hyderabad,3,1,1,1,0,0
9300000,1500,Hyderabad,3,1,1,1,0,0
3600000,1175,Hyderabad,2,0,0,1,0,0
8460000,1600,Hyderabad,3,0,1,1,0,0
6165000,1150,Hyderabad,2,0,1,1,0,0
6895999,1230,Hyderabad,2,0,1,1,0,0
6168000,1090,Hyderabad,2,0,1,1,0,0
8692000,1190,Hyderabad,2,0,1,1,0,0
10700000,1920,Hyderabad,3,0,1,1,0,0
10700000,1905,Hyderabad,3,0,1,1,0,0
11200000,1295,Hyderabad,2,0,1,1,0,0
22500000,3380,Hyderabad,4,1,1,1,0,0
27100000,3615,Hyderabad,4,0,1,1,0,0
22100000,2600,Hyderabad,3,1,1,1,0,0
10900000,2100,Hyderabad,3,0,1,1,0,0
28700000,3025,Hyderabad,3,0,1,1,0,0
22100000,2600,Hyderabad,3,0,1,1,0,0
39400000,3590,Hyderabad,3,0,1,1,0,0
39400000,3590,Hyderabad,3,0,1,1,0,0
29000000,3875,Hyderabad,3,0,1,1,0,0
32100000,4290,Hyderabad,3,0,1,1,0,0
6354000,1765,Hyderabad,3,0,1,1,0,0
6984000,1940,Hyderabad,3,0,1,1,0,0
16500000,2445,Hyderabad,3,0,1,1,0,0
12000000,1830,Hyderabad,3,1,0,0,0,0
5000000,1125,Hyderabad,4,1,1,0,0,0
3200000,1300,Hyderabad,3,0,0,0,0,0
3250000,910,Hyderabad,2,0,0,0,0,0
4750000,1550,Hyderabad,3,0,0,0,0,0
4800000,1650,Hyderabad,3,0,0,0,0,0
4800000,1650,Hyderabad,3,0,0,0,0,0
4550000,1475,Hyderabad,3,0,0,0,0,0
4150000,1475,Hyderabad,3,0,0,0,0,0
3550000,1500,Hyderabad,2,0,0,0,0,0
4450000,1550,Hyderabad,3,0,0,0,0,0
3900000,1400,Hyderabad,3,0,0,0,0,0
3800000,1350,Hyderabad,2,0,0,0,0,0
4250000,1475,Hyderabad,3,0,0,0,0,0
4850000,1650,Hyderabad,3,0,0,0,0,0
4050000,1375,Hyderabad,2,0,0,0,0,0
4500000,1475,Hyderabad,3,0,0,0,0,0
4800000,1000,Hyderabad,2,0,0,0,0,0
8600000,1950,Hyderabad,3,1,1,1,0,0
3675000,1050,Hyderabad,2,0,1,1,0,0
8749000,1535,Hyderabad,3,0,1,1,0,0
8300000,1550,Hyderabad,3,0,0,1,0,0
8700000,1510,Hyderabad,3,0,1,1,0,0
4000000,920,Hyderabad,3,1,0,0,0,0
13700000,1742,Hyderabad,3,1,1,1,0,0
57500000,3765,Hyderabad,4,1,1,1,0,0
16500000,2750,Hyderabad,3,1,1,1,0,0
4582000,1160,Hyderabad,2,0,0,1,0,0
11200000,2450,Hyderabad,4,0,1,1,0,0
55000000,4700,Hyderabad,4,0,1,1,0,0
4600000,1100,Hyderabad,2,0,0,0,0,0
3375000,1250,Hyderabad,2,0,0,0,0,0
4300000,1250,Hyderabad,2,0,0,0,0,0
2800000,1200,Hyderabad,2,0,0,0,0,0
3521000,1006,Hyderabad,2,0,0,0,0,0
4500000,1200,Hyderabad,2,0,0,0,0,0
4250000,1250,Hyderabad,2,0,0,0,0,0
4600000,1250,Hyderabad,2,0,0,0,0,0
4217000,1205,Hyderabad,2,0,0,0,0,0
4221000,1206,Hyderabad,2,0,0,0,0,0
4228000,1208,Hyderabad,2,0,0,0,0,0
4207000,1202,Hyderabad,2,0,0,0,0,0
4210000,1203,Hyderabad,2,0,0,0,0,0
4968000,1104,Hyderabad,2,0,0,0,0,0
7200000,1600,Hyderabad,3,0,0,0,0,0
4469000,1242,Hyderabad,2,0,0,0,0,0
3600000,1210,Hyderabad,2,1,0,0,0,0
5200000,1630,Hyderabad,3,1,1,1,1,1
3200000,990,Hyderabad,2,1,1,1,0,1
6500000,1450,Hyderabad,3,0,0,0,0,0
3800000,1000,Hyderabad,2,0,0,0,0,0
2900000,950,Hyderabad,2,1,1,0,0,0
4830000,1050,Hyderabad,2,0,0,0,0,0
19500000,1400,Hyderabad,2,1,0,0,0,0
5200000,1050,Hyderabad,2,0,0,0,0,0
7800000,1200,Hyderabad,2,1,1,1,0,0
26000000,4150,Hyderabad,4,0,1,1,0,0
3700000,1500,Hyderabad,5,1,1,1,0,0
9800000,1530,Hyderabad,3,1,1,1,0,0
10500000,1250,Hyderabad,3,0,1,1,0,0
4276000,1296,Hyderabad,2,1,1,1,0,0
3400000,998,Hyderabad,2,1,1,1,0,0
9800000,1850,Hyderabad,4,0,1,1,0,0
9500000,1115,Hyderabad,2,0,1,1,0,0
21000000,2630,Hyderabad,3,1,1,1,0,0
2800000,500,Hyderabad,2,1,0,0,0,0
6300000,1085,Hyderabad,2,0,1,1,0,0
5100000,1325,Hyderabad,2,0,1,1,0,0
4200000,1200,Hyderabad,2,0,0,0,0,0
4203000,1201,Hyderabad,2,0,0,0,0,0
4600000,1260,Hyderabad,2,0,0,0,0,0
4963000,1103,Hyderabad,2,0,0,0,0,0
4977000,1106,Hyderabad,2,0,0,0,0,0
2200000,1000,Hyderabad,2,0,0,0,0,0
9500000,1360,Hyderabad,2,0,1,1,0,0
12200000,1740,Hyderabad,3,0,1,1,0,0
4000000,920,Hyderabad,3,1,0,0,0,0
6000000,1200,Hyderabad,2,1,1,1,1,0
5200000,1440,Hyderabad,3,1,1,1,1,1
5500000,1010,Hyderabad,2,1,1,1,0,0
4500000,1080,Hyderabad,2,1,1,1,0,0
6500000,1950,Hyderabad,3,0,1,1,0,0
15000000,1834,Hyderabad,3,1,1,1,0,1
13500000,2200,Hyderabad,3,1,1,1,0,0
6900000,1133,Hyderabad,2,1,1,1,0,0
8200000,1650,Hyderabad,3,1,0,0,0,0
17500000,2600,Hyderabad,3,0,1,1,0,0
2500000,1100,Hyderabad,2,0,0,0,0,0
2304000,1002,Hyderabad,2,0,0,0,0,0
2750000,500,Hyderabad,2,0,0,0,0,0
2300000,1000,Hyderabad,2,0,0,0,0,0
4000000,1075,Hyderabad,2,0,0,0,0,0
5000000,1100,Hyderabad,2,1,0,1,0,0
